contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,ticker,option_type,expiration,spot,download_timestamp,mid_price,bid_ask_spread,relative_spread,moneyness,log_moneyness,time_to_expiry,days_to_expiry,price_lower_bound,price_upper_bound,passes_price_bounds,calculated_implied_volatility,previous_mid_price,passes_monotonicity
SPY260821C00665000,2026-07-20 15:59:42+00:00,665.0,84.68,83.32,85.82,0.0,0.0,1.0,1676,0.3756776300048828,True,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,84.57,2.5,0.0295613101572661,0.8931936384743789,-0.1129518812152779,0.08563912993017504,31.25828242451389,81.79351276699037,744.5194091796875,True,0.303491145435533,85.15,True
SPY260821C00666000,2026-07-08 14:53:20+00:00,666.0,81.51,81.86,84.72,0.0,0.0,1.0,64,0.3702455554199219,True,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,83.28999999999999,2.859999999999999,0.0343378556849561,0.8945367868029118,-0.1114492513307429,0.08563912993017504,31.25828242451389,80.79693247163289,744.5194091796875,True,0.2922310153822354,84.57,True
SPY260821C00667000,2026-06-23 14:27:54+00:00,667.0,81.31,80.79,84.13,0.0,0.0,1.0,2,0.37500625,True,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,82.46000000000001,3.339999999999989,0.0405044870240115,0.8958799351314447,-0.1099488759555083,0.08563912993017504,31.25828242451389,79.80035217627551,744.5194091796875,True,0.2942346786666755,83.28999999999999,True
SPY260821C00668000,2026-07-20 19:50:06+00:00,668.0,78.97,79.95,82.69,0.0,0.0,2.0,9,0.3628603753662109,True,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,81.32,2.739999999999995,0.0336940482046236,0.8972230834599776,-0.1084507483344863,0.08563912993017504,31.25828242451389,78.80377188091802,744.5194091796875,True,0.2871198890111406,82.46000000000001,True
SPY260821C00669000,2026-07-13 18:30:07+00:00,669.0,85.34,78.94,81.72,0.0,0.0,1.0,3,0.3600527862548828,True,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,80.33,2.780000000000001,0.0346072451139051,0.8985662317885106,-0.1069548617429035,0.08563912993017504,31.25828242451389,77.80719158556064,744.5194091796875,True,0.2844084684418263,81.32,True
SPY260821C00670000,2026-07-20 14:58:40+00:00,670.0,78.87,79.02,81.79,0.0,0.0,1.0,1741,0.3772340109252929,True,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,80.405,2.7700000000000102,0.0344505938685406,0.8999093801170435,-0.1054612094861202,0.08563912993017504,31.25828242451389,76.81061129020316,744.5194091796875,True,0.310258306203933,80.33,False
SPY260821C00671000,2026-07-13 15:49:32+00:00,671.0,85.26,77.01,79.79,0.0,0.0,1.0,4,0.3546207116699218,True,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,78.4,2.780000000000001,0.0354591836734694,0.9012525284455764,-0.1039697848994502,0.08563912993017504,31.25828242451389,75.81403099484578,744.5194091796875,True,0.28041054590076253,80.405,True
SPY260821C00672000,2026-07-15 17:24:46+00:00,672.0,84.51,76.05,78.81,0.0,0.0,1.0,4,0.3516300189208984,True,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,77.43,2.760000000000005,0.0356450987989152,0.9025956767741092,-0.1024805813479825,0.08563912993017504,31.25828242451389,74.81745069948829,744.5194091796875,True,0.2782425274978382,78.4,True
SPY260821C00673000,2026-07-16 18:04:35+00:00,673.0,82.45,75.04,77.79,0.0,0.0,30.0,33,0.3478153598022461,True,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,76.415,2.75,0.0359876987502453,0.903938825102642,-0.1009935922264042,0.08563912993017504,31.25828242451389,73.8208704041308,744.5194091796875,True,0.2747960391966876,77.43,True
SPY260821C00674000,2026-07-14 19:39:20+00:00,674.0,82.65,74.03,76.89,0.0,0.0,1.0,40,0.3463200134277343,True,REGULAR,USD,SPY,call,2026-08-21,744.5194091796875,2026-07-21T13:48:04.398522+00:00,75.46000000000001,2.859999999999999,0.0379008746355685,0.905281973431175,-0.099508810958825,0.08563912993017504,31.25828242451389,72.82429010877343,744.5194091796875,True,0.2730296954832472,76.415,True
