expiration,days_to_expiry,time_to_expiry,log_moneyness,interpolated_implied_volatility
2026-07-31,6.22774184287037,0.01706230641882293,-0.21664178831799777,0.5879101785731167
2026-07-31,6.22774184287037,0.01706230641882293,-0.21227180341457236,0.5770706739482631
2026-07-31,6.22774184287037,0.01706230641882293,-0.20790181851114692,0.566228901576866
2026-07-31,6.22774184287037,0.01706230641882293,-0.2035318336077215,0.5553627370614376
2026-07-31,6.22774184287037,0.01706230641882293,-0.1991618487042961,0.5457864247635894
2026-07-31,6.22774184287037,0.01706230641882293,-0.19479186380087068,0.5418543529664769
2026-07-31,6.22774184287037,0.01706230641882293,-0.19042187889744527,0.5357365791696055
2026-07-31,6.22774184287037,0.01706230641882293,-0.18605189399401983,0.5245814360140316
2026-07-31,6.22774184287037,0.01706230641882293,-0.18168190909059442,0.5134120091536283
2026-07-31,6.22774184287037,0.01706230641882293,-0.177311924187169,0.5022239965842625
2026-07-31,6.22774184287037,0.01706230641882293,-0.17294193928374357,0.4910225422378693
2026-07-31,6.22774184287037,0.01706230641882293,-0.16857195438031816,0.48984918660564053
2026-07-31,6.22774184287037,0.01706230641882293,-0.16420196947689275,0.4784057838551831
2026-07-31,6.22774184287037,0.01706230641882293,-0.15983198457346734,0.46694035967744296
2026-07-31,6.22774184287037,0.01706230641882293,-0.15546199967004193,0.4554526147429303
2026-07-31,6.22774184287037,0.01706230641882293,-0.1510920147666165,0.4520368120484403
2026-07-31,6.22774184287037,0.01706230641882293,-0.14672202986319108,0.44032693304986736
2026-07-31,6.22774184287037,0.01706230641882293,-0.14235204495976567,0.4285906292269377
2026-07-31,6.22774184287037,0.01706230641882293,-0.13798206005634023,0.42359510793943184
2026-07-31,6.22774184287037,0.01706230641882293,-0.13361207515291482,0.4116450638969444
2026-07-31,6.22774184287037,0.01706230641882293,-0.1292420902494894,0.4055283682799482
2026-07-31,6.22774184287037,0.01706230641882293,-0.124872105346064,0.3933712982903891
2026-07-31,6.22774184287037,0.01706230641882293,-0.12050212044263857,0.3863089162196069
2026-07-31,6.22774184287037,0.01706230641882293,-0.11613213553921314,0.3781752953396072
2026-07-31,6.22774184287037,0.01706230641882293,-0.11176215063578773,0.36606112819530523
2026-07-31,6.22774184287037,0.01706230641882293,-0.10739216573236232,0.3576033467664886
2026-07-31,6.22774184287037,0.01706230641882293,-0.1030221808289369,0.3486344009370986
2026-07-31,6.22774184287037,0.01706230641882293,-0.09865219592551147,0.3408818385263619
2026-07-31,6.22774184287037,0.01706230641882293,-0.09428221102208606,0.33069081763342906
2026-07-31,6.22774184287037,0.01706230641882293,-0.08991222611866065,0.3229634777241675
2026-07-31,6.22774184287037,0.01706230641882293,-0.08554224121523521,0.3136088389674689
2026-07-31,6.22774184287037,0.01706230641882293,-0.0811722563118098,0.30525252090202487
2026-07-31,6.22774184287037,0.01706230641882293,-0.07680227140838439,0.2954257650225319
2026-07-31,6.22774184287037,0.01706230641882293,-0.07243228650495898,0.28737642385770545
2026-07-31,6.22774184287037,0.01706230641882293,-0.06806230160153356,0.27949034758549623
2026-07-31,6.22774184287037,0.01706230641882293,-0.06369231669810813,0.271911107446702
2026-07-31,6.22774184287037,0.01706230641882293,-0.059322331794682714,0.2642906477056037
2026-07-31,6.22774184287037,0.01706230641882293,-0.0549523468912573,0.2563698376911982
2026-07-31,6.22774184287037,0.01706230641882293,-0.050582361987831864,0.24932240693037888
2026-07-31,6.22774184287037,0.01706230641882293,-0.04621237708440645,0.242665999929033
2026-07-31,6.22774184287037,0.01706230641882293,-0.04184239218098104,0.2361223953306922
2026-07-31,6.22774184287037,0.01706230641882293,-0.03747240727755563,0.22996912876909717
2026-07-31,6.22774184287037,0.01706230641882293,-0.03310242237413022,0.22375075822908644
2026-07-31,6.22774184287037,0.01706230641882293,-0.02873243747070478,0.21770777789259127
2026-07-31,6.22774184287037,0.01706230641882293,-0.02436245256727937,0.21184299065158668
2026-07-31,6.22774184287037,0.01706230641882293,-0.019992467663853958,0.2056537349542567
2026-07-31,6.22774184287037,0.01706230641882293,-0.015622482760428519,0.19924176565866897
2026-07-31,6.22774184287037,0.01706230641882293,-0.011252497857003108,0.1926669538642323
2026-07-31,6.22774184287037,0.01706230641882293,-0.006882512953577696,0.18584885998677303
2026-07-31,6.22774184287037,0.01706230641882293,-0.002512528050152285,0.17834867514019886
2026-07-31,6.22774184287037,0.01706230641882293,0.0018574568532731262,0.16347699336508334
2026-07-31,6.22774184287037,0.01706230641882293,0.006227441756698565,0.15528725722802164
2026-07-31,6.22774184287037,0.01706230641882293,0.010597426660123976,0.14689913197008508
2026-07-31,6.22774184287037,0.01706230641882293,0.014967411563549388,0.13853370904774706
2026-07-31,6.22774184287037,0.01706230641882293,0.019337396466974827,0.13042823330400025
